CUSTOMER ID,FIRST NAME,LAST NAME,ADDRESS,ZIP CODE,PHONE NUMBER,EMAIL ADDRESS,CITY ID,LOYALTY DISCOUNT
100000088,Jasmine,Piper,35 King George,80960,5221253610,Jasmine.Piper@gmail.com,202978069,0.06
100000089,Michelle,Ellison,4575 Hillside Dr.,78636,4702588973,Michelle.Ellison@gmail.com,202978038,0.03
100000090,Wanda,Henderson,1 rue Alsace-Lorraine,75914,5689417082,Wanda.Henderson@gmail.com,202978070,0.03
100000091,Blake,Reid,120 Hanover Sq.,78277,5315937186,Blake.Reid@gmail.com,202978071,0.01
100000092,Jane,Forsyth,"Rambla de Catalu¤a, 23",77937,5597206610,Jane.Forsyth@gmail.com,202978068,0.1
100000093,Dan,Peake,6047 Douglas Av.,76650,4877038886,Dan.Peake@gmail.com,202978064,0.02
100000094,Lisa,Davies,361 Furth Circle,82123,4796725256,Lisa.Davies@gmail.com,202978044,0.01
100000095,Rebecca,Knox,Rue Joseph-Bens 532,79340,5429007256,Rebecca.Knox@gmail.com,202978052,0.04
100000096,Joshua,Slater,23 Tsawassen Blvd.,75267,4896770323,Joshua.Slater@gmail.com,202978072,0.03
100000097,Heather,Wallace,8616 Spinnaker Dr.,80696,5437034349,Heather.Wallace@gmail.com,202978073,0.09
100000098,Maria,Johnston,Garden House Crowther Way,83238,5007485445,Maria.Johnston@gmail.com,202978046,0.04
100000116,Alison,Johnston,Torikatu 38,82523,4696235212,Alison.Johnston@gmail.com,202978043,0.01
100000117,Amy,McGrath,3086 Ingle Ln.,75525,4765962087,Amy.McGrath@gmail.com,202978046,0.01
100000119,Vanessa,Lyman,"265, boulevard Charonne",76276,5528908335,Vanessa.Lyman@gmail.com,202978074,0.01
100000120,Andrea,Dickens,Kirchgasse 6,81990,5514135590,Andrea.Dickens@gmail.com,202978075,0.09
100000121,Ian,Slater,6251 Ingle Ln.,82828,5250614752,Ian.Slater@gmail.com,202978039,0.1
100000122,Jacob,Payne,Village Close - 106 Linden Road Sandown,82275,4882358201,Jacob.Payne@gmail.com,202978071,0
100000123,Harry,Short,15 McCallum Street - NatWest Center #13-03,80149,5376364600,Harry.Short@gmail.com,202978068,0.09
100000124,John,Black,"12, rue des Bouchers",75118,5537124409,John.Black@gmail.com,202978076,0.05
100000125,Jonathan,MacDonald,Mehrheimerstr. 369,77167,5524950570,Jonathan.MacDonald@gmail.com,202978036,0.09
100000126,Benjamin,Blake,Grenzacherweg 237,79067,5292294132,Benjamin.Blake@gmail.com,202978045,0.05
100000127,Emma,Fraser,Strada Provinciale 124,75145,4978294627,Emma.Fraser@gmail.com,202978058,0.08
100000128,Virginia,Berry,7635 Spinnaker Dr.,84960,5030692019,Virginia.Berry@gmail.com,202978071,0.08
100000129,Peter,Pullman,Lyonerstr. 34,81774,5514670008,Peter.Pullman@gmail.com,202978060,0.08
100000130,Alison,MacLeod,"Software Engineering Center, SEC Oy",77453,5394874378,Alison.MacLeod@gmail.com,202978038,0.02
100000131,Anna,Wright,4092 Furth Circle,81295,5534630511,Anna.Wright@gmail.com,202978070,0
100000132,James,Marshall,25 Maiden Lane,84759,5322511702,James.Marshall@gmail.com,202978047,0.04
100000133,Ruth,Bower,"Merchants House, 27-30 Merchant's Quay",77039,5249917012,Ruth.Bower@gmail.com,202978077,0.04
100000134,Owen,Powell,Fauntleroy Circus,76900,5125119037,Owen.Powell@gmail.com,202978052,0.02
100000135,Piers,King,Smagsloget 45,82877,4730453357,Piers.King@gmail.com,202978078,0.03
100000136,Christopher,Mackenzie,5290 North Pendale Street,78701,5537411928,Christopher.Mackenzie@gmail.com,202978078,0.03
100000137,Sarah,Wallace,4097 Douglas Av.,76308,4782098208,Sarah.Wallace@gmail.com,202978079,0.05
100000138,Richard,Hemmings,"C/ Romero, 33",79361,5252998875,Richard.Hemmings@gmail.com,202978047,0
100000139,Nicola,Rampling,2793 Furth Circle,77815,5459335401,Nicola.Rampling@gmail.com,202978057,0
100000141,Angela,Wright,"24, place Kluber",78647,5340282287,Angela.Wright@gmail.com,202978068,0.06
100000142,Sam,Russell,8489 Strong St.,78779,4861945954,Sam.Russell@gmail.com,202978080,0.04
100000143,Luke,Ball,"Drammensveien 126 A, PB 744 Sentrum",82405,4918259567,Luke.Ball@gmail.com,202978073,0.05
100000144,Sean,Bell,Via Ludovico il Moro 22,83446,5313526545,Sean.Bell@gmail.com,202978044,0.02
100000145,Steven,Ball,7 Allen Street,77455,5282301763,Steven.Ball@gmail.com,202978081,0.03
100000146,Andrew,Gray,2440 Pompton St.,75310,5214700767,Andrew.Gray@gmail.com,202978082,0.04
100000147,Jacob,Metcalfe,Hansastr. 15,79541,5172622242,Jacob.Metcalfe@gmail.com,202978038,0.06
100000148,Madeleine,Ogden,"Boulevard Tirou, 255",80248,4864811925,Madeleine.Ogden@gmail.com,202978058,0.05
100000149,Dylan,Davies,16780 Pompton St.,82759,5686042888,Dylan.Davies@gmail.com,202978057,0
100000150,Michelle,Lee,750 Cambelle road,82961,5171507623,Michelle.Lee@gmail.com,202978083,0.07
100000151,Connor,Grant,567 George Bush town,79527,4997661135,Connor.Grant@gmail.com,202978080,0.1
100000152,Justin,Metcalfe,345 Estates of Frankford,82587,5351790741,Justin.Metcalfe@gmail.com,202978084,0.03
100000153,Elizabeth,Oliver,123 Estates of Richardson,79902,5605221720,Elizabeth.Oliver@gmail.com,202978085,0.05
100000154,Kevin,Powell,789 Marquis at Waterview,83551,5280442496,Kevin.Powell@gmail.com,202978086,0.01
100000155,Tim,Arnold,987 Cortland Canayon Creek,79943,4792839724,Tim.Arnold@gmail.com,202978045,0.01
100000156,Charles,Roberts,567 Pearl on Frankford,80499,5209241752,Charles.Roberts@gmail.com,202978087,0.06
100000157,Anthony,Cornish,456 Ashwood east,76353,5421522421,Anthony.Cornish@gmail.com,202978061,0.03
100000158,Michael,Powell,999 Chatlam courts,76490,5181356176,Michael.Powell@gmail.com,202978077,0.09
100000159,Lucas,Lawrence,777 Brockton Avenue,76503,5232434653,Lucas.Lawrence@gmail.com,202978076,0.09
100000160,Alexander,Walker,30 Memorial Drive,83583,5124553271,Alexander.Walker@gmail.com,202978079,0.01
100000161,Diana,Powell,250 Hartford Avenue,75505,4901293209,Diana.Powell@gmail.com,202978078,0
100000162,Emma,Peters,700 Oak Street,84454,5425170949,Emma.Peters@gmail.com,202978081,0.05
100000163,Amanda,Morgan,66-4 Parkhurst Rd,79962,4848028864,Amanda.Morgan@gmail.com,202978088,0.08
100000169,Blake,Mills,591 Memorial Dr,81393,4989279474,Blake.Mills@gmail.com,202978079,0.09
100000170,Natalie,Morrison,55 Brooksby Village Way,77214,5549961599,Natalie.Morrison@gmail.com,202978089,0.04
100000171,John,Hughes,137 Teaticket Hwy,78052,5072651078,John.Hughes@gmail.com,202978081,0.02
100000172,Nicholas,Greene,42 Fairhaven Commons Way,83525,4751040131,Nicholas.Greene@gmail.com,202978057,0
100000173,Hannah,Thomson,374 William S Canning Blvd,77284,5068540944,Hannah.Thomson@gmail.com,202978063,0.03
100000173,Hannah,Thomson,374 William S Canning Blvd,77284,5068540944,Hannah.Thomson@gmail.com,202978059,0.03
100000174,Penelope,Glover,121 Worcester Rd,76175,5555642207,Penelope.Glover@gmail.com,202978044,0.04
100000175,Max,Stewart,677 Timpany Blvd,81691,5182734964,Max.Stewart@gmail.com,202978064,0.06
100000176,Wendy,Gill,337 Russell St,83309,5111627566,Wendy.Gill@gmail.com,202978037,0.02
100000176,Wendy,Gill,337 Russell St,83309,5111627566,Wendy.Gill@gmail.com,202978090,0.02
100000177,Thomas,Bailey,295 Plymouth Street,77250,5683755369,Thomas.Bailey@gmail.com,202978046,0.04
100000178,Dan,Piper,1775 Washington St,80026,5090323304,Dan.Piper@gmail.com,202978052,0.06
100000179,Dan,Metcalfe,280 Washington Street,83402,5437854197,Dan.Metcalfe@gmail.com,202978091,0.07
100000181,Mary,Watson,20 Soojian Dr,77992,5028870427,Mary.Watson@gmail.com,202978064,0.08
100000182,Austin,Ball,11 Jungle Road,82731,5285192604,Austin.Ball@gmail.com,202978081,0.06
100000183,Christian,Piper,301 Massachusetts Ave,79411,5508193480,Christian.Piper@gmail.com,202978079,0.02
100000184,Peter,McGrath,780 Lynnway,81870,5592584845,Peter.McGrath@gmail.com,202978068,0.03
100000185,Cameron,Short,70 Pleasant Valley Street,75683,5672556763,Cameron.Short@gmail.com,202978089,0.08
100000187,Emma,Parr,830 Curran Memorial Hwy,81791,5020212233,Emma.Parr@gmail.com,202978091,0.02
100000188,Pippa,Mathis,1470 S Washington St,84006,5337362577,Pippa.Mathis@gmail.com,202978040,0.04
100000189,Wendy,Morrison,506 State Road,82268,5519171661,Wendy.Morrison@gmail.com,202978058,0
100000190,Vanessa,Avery,742 Main Street,82674,4919133471,Vanessa.Avery@gmail.com,202978086,0.05
100000192,Oliver,Blake,72 Main St,78828,5309063280,Oliver.Blake@gmail.com,202978078,0.09
100000193,Jane,Wright,200 Otis Street,80421,5660889004,Jane.Wright@gmail.com,202978077,0.08
100000194,James,McGrath,180 North King Street,77162,5278672762,James.McGrath@gmail.com,202978086,0.07
100000195,Amanda,Young,555 East Main St,80432,5229546735,Amanda.Young@gmail.com,202978040,0.09
100000196,Jennifer,Slater,555 Hubbard Ave-Suite 12,76517,5263196564,Jennifer.Slater@gmail.com,202978048,0.04
100000197,Blake,Ross,300 Colony Place,80808,5161484291,Blake.Ross@gmail.com,202978043,0.07
100000198,Tim,North,301 Falls Blvd,79500,4719816340,Tim.North@gmail.com,202978092,0
100000199,Jasmine,Terry,36 Paramount Drive,81200,5142365828,Jasmine.Terry@gmail.com,202978079,0.03
100000200,Karen,Mackenzie,450 Highland Ave,84565,5014997144,Karen.Mackenzie@gmail.com,202978085,0.05
100000201,Oliver,Dickens,1180 Fall River Avenue,77358,5039099632,Oliver.Dickens@gmail.com,202978047,0
100000202,Fiona,Underwood,1105 Boston Road,83251,5010101662,Fiona.Underwood@gmail.com,202978045,0.1
100000203,Yvonne,Arnold,100 Charlton Road,77016,5056564153,Yvonne.Arnold@gmail.com,202978040,0.03
100000204,Fiona,Vance,262 Swansea Mall Dr,83543,4909273782,Fiona.Vance@gmail.com,202978063,0.01
100000204,Fiona,Vance,262 Swansea Mall Dr,83543,4909273782,Fiona.Vance@gmail.com,202978059,0.01
100000205,Anna,Lee,333 Main Street,80043,4874442719,Anna.Lee@gmail.com,202978088,0.05
100000206,Wanda,Short,550 Providence Hwy,81133,5557317451,Wanda.Short@gmail.com,202978051,0.09
100000207,Blake,Berry,352 Palmer Road,79998,4726355748,Blake.Berry@gmail.com,202978051,0.08
100000208,Phil,Lewis,3005 Cranberry Hwy Rt 6 28,81841,4948654542,Phil.Lewis@gmail.com,202978064,0
100000209,Christian,Sharp,250 Rt 59,78731,4969673883,Christian.Sharp@gmail.com,202978093,0.04
100000211,Robert,Wright,141 Washington Ave Extension,80022,5685758860,Robert.Wright@gmail.com,202978092,0.02
100000212,Eric,North,13858 Rt 31 W,81334,4736522360,Eric.North@gmail.com,202978087,0
100000213,Tracey,Grant,2055 Niagara Falls Blvd,83760,5190137937,Tracey.Grant@gmail.com,202978089,0.1
100000214,Faith,McDonald,101 Sanford Farm Shpg Center,79345,4813477939,Faith.McDonald@gmail.com,202978051,0.01
100000215,Alan,Murray,297 Grant Avenue,80923,4857244761,Alan.Murray@gmail.com,202978069,0.05
100000216,Nathan,Turner,4133 Veterans Memorial Drive,77572,4964543328,Nathan.Turner@gmail.com,202978089,0.01
100000217,Carolyn,Hart,6265 Brockport Spencerport Rd,82066,5315809456,Carolyn.Hart@gmail.com,202978038,0.06
100000218,Theresa,Grant,5399 W Genesse St,83703,5224212065,Theresa.Grant@gmail.com,202978048,0.08
100000219,Alexander,Ince,3191 County rd 10,78200,5370441259,Alexander.Ince@gmail.com,202978069,0.04
100000220,Maria,Simpson,30 Catskill,80471,5233492787,Maria.Simpson@gmail.com,202978089,0.09
100000221,Sally,Arnold,161 Centereach Mall,76067,5449108986,Sally.Arnold@gmail.com,202978042,0.08
100000222,Jessica,Morrison,3018 East Ave,80894,4793167957,Jessica.Morrison@gmail.com,202978091,0
100000223,Lucas,Langdon,100 Thruway Plaza,76971,5157259169,Lucas.Langdon@gmail.com,202978083,0.02
100000224,Christian,Baker,8064 Brewerton Rd,79593,5309463439,Christian.Baker@gmail.com,202978086,0.03
100000225,Piers,White,5033 Transit Road,75784,5643778415,Piers.White@gmail.com,202978047,0.09
100000226,Gordon,Fraser,3949 Route 31,82155,5108134107,Gordon.Fraser@gmail.com,202978073,0.07
100000227,Connor,Gill,139 Merchant Place,75809,5584105741,Connor.Gill@gmail.com,202978041,0.08
100000228,Virginia,Howard,85 Crooked Hill Road,81937,5449969099,Virginia.Howard@gmail.com,202978085,0.01
100000229,Yvonne,Johnston,872 Route 13,82912,5146856695,Yvonne.Johnston@gmail.com,202978094,0.04
100000230,Dan,Terry,279 Troy Road,76478,5291648224,Dan.Terry@gmail.com,202978062,0.04
100000231,Audrey,McGrath,2465 Hempstead Turnpike,77320,5138764402,Audrey.McGrath@gmail.com,202978040,0.05
100000232,Trevor,King,6438 Basile Rowe,78170,5564106270,Trevor.King@gmail.com,202978075,0.07
100000233,Stewart,Pullman,25737 US Rt 11,75149,5084620555,Stewart.Pullman@gmail.com,202978053,0
100000234,Brian,Mackay,901 Route 110,75268,4846529357,Brian.Mackay@gmail.com,202978049,0.01
100000234,Brian,Mackay,901 Route 110,75268,4846529357,Brian.Mackay@gmail.com,202978057,0.01
100000235,Jessica,James,2400 Route 9,75426,5515020429,Jessica.James@gmail.com,202978089,0.04
100000236,Carol,Blake,10401 Bennett Road,77014,5402878035,Carol.Blake@gmail.com,202978064,0.02
100000237,Alison,Hudson,1818 State Route 3,82541,5101830274,Alison.Hudson@gmail.com,202978066,0.07
100000239,Natalie,Welch,4300 Lakeville Road,84400,5076380833,Natalie.Welch@gmail.com,202978069,0.07
100000240,John,Baker,990 Route 5 20,77066,5232312512,John.Baker@gmail.com,202978064,0.05
100000241,Oliver,Powell,311 RT 9W,84708,5456178738,Oliver.Powell@gmail.com,202978095,0.03
100000242,Amanda,Rees,200 Dutch Meadows Ln,78382,4749174470,Amanda.Rees@gmail.com,202978048,0.04
100000243,Paul,Davies,100 Elm Ridge Center Dr,84662,5646796436,Paul.Davies@gmail.com,202978047,0.1
100000244,Brian,Short,1549 Rt 9,76111,5205387558,Brian.Short@gmail.com,202978066,0.01
100000245,Matt,Graham,5360 Southwestern Blvd,81315,5090766346,Matt.Graham@gmail.com,202978071,0.05
100000246,Justin,Paterson,103 North Caroline St,82376,5409893668,Justin.Paterson@gmail.com,202978077,0.01
100000247,Claire,Dickens,1000 State Route 36,76794,5182399211,Claire.Dickens@gmail.com,202978054,0.09
100000248,James,Miller,1400 County Rd 64,81138,4839034187,James.Miller@gmail.com,202978095,0.1
100000249,Brandon,Bower,135 Fairgrounds Memorial Pkwy,75475,5275055533,Brandon.Bower@gmail.com,202978086,0.04
100000250,Amelia,Mathis,2 Gannett Dr,81639,5077016214,Amelia.Mathis@gmail.com,202978064,0
100000251,Fiona,Jones,233 5th Ave Ext,79500,4949917238,Fiona.Jones@gmail.com,202978086,0.1
100000252,Nicholas,Lyman,601 Frank Stottile Blvd,84137,4813160458,Nicholas.Lyman@gmail.com,202978096,0.09
100000253,Lauren,Ball,350 E Fairmount Ave,77567,4779112717,Lauren.Ball@gmail.com,202978045,0.03
100000254,Stewart,Rees,4975 Transit Rd,83395,4865433638,Stewart.Rees@gmail.com,202978074,0.06
100000255,Diane,Henderson,579 Troy-Schenectady Road,84315,5611806605,Diane.Henderson@gmail.com,202978093,0.1
100000273,Jake,Skinner,5783 So Transit Road,79779,4777632470,Jake.Skinner@gmail.com,202978048,0.01
100000274,Rose,Russell,7155 State Rt 12 S,75315,4796641604,Rose.Russell@gmail.com,202978070,0.1
100000275,Victor,Avery,425 Route 31,79860,5574980472,Victor.Avery@gmail.com,202978063,0.06
100000276,Brandon,Miller,3222 State Rt 11,81187,5399377437,Brandon.Miller@gmail.com,202978036,0.05
100000277,Maria,Arnold,200 Sunrise Mall,79803,5160307074,Maria.Arnold@gmail.com,202978079,0.01
100000278,Irene,Vaughan,43 Stephenville St,84445,5160042882,Irene.Vaughan@gmail.com,202978089,0.09
100000279,Blake,Alsop,750 Middle Country Road,78957,5080530751,Blake.Alsop@gmail.com,202978079,0.08
100000280,Stephanie,Ogden,470 Route 211 East,78681,5181771520,Stephanie.Ogden@gmail.com,202978044,0.07
100000281,Sam,Parsons,3133 E Main St,78884,5394205554,Sam.Parsons@gmail.com,202978064,0.04
100000282,Theresa,Marshall,288 Larkin,81322,5281198580,Theresa.Marshall@gmail.com,202978037,0.04
100000283,Stephanie,Smith,41 Anawana Lake Road,78814,5495973977,Stephanie.Smith@gmail.com,202978092,0.02
100000284,Lily,Hughes,4765 Commercial Drive,84641,5618898690,Lily.Hughes@gmail.com,202978073,0.04
100000285,Matt,Black,1201 Rt 300,75183,4790970248,Matt.Black@gmail.com,202978088,0.08
100000286,Ruth,Lambert,255 W Main St,80941,5679456639,Ruth.Lambert@gmail.com,202978053,0.08
100000287,Peter,Lyman,120 Commercial Parkway,78492,5599001579,Peter.Lyman@gmail.com,202978061,0.09
100000288,Liam,King,1400 Farmington Ave,78977,4788277495,Liam.King@gmail.com,202978070,0
100000289,Olivia,Peake,161 Berlin Road,77011,5229526753,Olivia.Peake@gmail.com,202978042,0.06
100000290,Joe,May,67 Newton Rd,82802,5360499433,Joe.May@gmail.com,202978079,0.07
100000291,Wanda,Quinn,656 New Haven Ave,81321,5000853466,Wanda.Quinn@gmail.com,202978077,0.08
100000292,Karen,Glover,69 Prospect Hill Road,83852,4871978694,Karen.Glover@gmail.com,202978091,0.05
100000293,Nathan,Bond,150 Gold Star Hwy,77753,4990151527,Nathan.Bond@gmail.com,202978042,0.1
100000294,Brandon,Morgan,900 Boston Post Road,76144,5152360266,Brandon.Morgan@gmail.com,202978051,0.01
100000296,Penelope,Clarkson,2300 Dixwell Ave,82008,5157991944,Penelope.Clarkson@gmail.com,202978066,0.07
100000297,Sophie,Thomson,495 Flatbush Ave,82685,5264554879,Sophie.Thomson@gmail.com,202978038,0
100000298,Anna,James,180 River Rd,77647,5015337588,Anna.James@gmail.com,202978080,0.09
100000299,Zoe,Johnston,420 Buckland Hills Dr,75643,5613906776,Zoe.Johnston@gmail.com,202978056,0.04
100000303,Brian,Russell,1365 Boston Post Road,78556,5645813477,Brian.Russell@gmail.com,202978070,0.03
100000304,Andrea,Jackson,1100 New Haven Road,82960,5100216962,Andrea.Jackson@gmail.com,202978051,0.07
100000305,Kevin,Springer,315 Foxon Blvd,78687,5582196665,Kevin.Springer@gmail.com,202978047,0.02
100000306,Phil,Grant,164 Danbury Rd,82203,4833883310,Phil.Grant@gmail.com,202978080,0.09
100000307,Adrian,Hill,3164 Berlin Turnpike,78146,5664206413,Adrian.Hill@gmail.com,202978055,0.03
100000308,John,Campbell,474 Boston Post Road,78301,4898067728,John.Campbell@gmail.com,202978053,0.05
100000309,Alexander,Edmunds,650 Main Ave,75623,5001799003,Alexander.Edmunds@gmail.com,202978074,0.02
100000310,Felicity,Hodges,680 Connecticut Avenue,78952,4754249240,Felicity.Hodges@gmail.com,202978092,0.05
100000311,Lucas,Avery,220 Salem Turnpike,77461,5351392605,Lucas.Avery@gmail.com,202978080,0.07
100000312,Blake,Hudson,655 Boston Post Rd,79297,5684435626,Blake.Hudson@gmail.com,202978054,0.1
100000313,Jessica,Piper,625 School Street,77845,5451503642,Jessica.Piper@gmail.com,202978052,0.01
100000314,Nicola,Clarkson,80 Town Line Rd,80697,5101470229,Nicola.Clarkson@gmail.com,202978069,0
100000315,Peter,Metcalfe,465 Bridgeport Avenue,77121,5493455325,Peter.Metcalfe@gmail.com,202978053,0.08
100000316,Mary,Carr,235 Queen St,75984,5631494489,Mary.Carr@gmail.com,202978043,0.01
100000317,Liam,Stewart,150 Barnum Avenue Cutoff,75160,5537669871,Liam.Stewart@gmail.com,202978074,0.09
100000318,Anna,MacLeod,970 Torringford Street,76051,5635342564,Anna.MacLeod@gmail.com,202978036,0.05
100000319,John,Hemmings,844 No Colony Road,75559,5455850516,John.Hemmings@gmail.com,202978039,0.1
100000319,John,Hemmings,844 No Colony Road,75559,5455850516,John.Hemmings@gmail.com,202978071,0.1
100000320,Ryan,Morrison,910 Wolcott St,75379,4701525938,Ryan.Morrison@gmail.com,202978054,0.08
100000321,Adam,Sharp,155 Waterford Parkway No,82960,5135377334,Adam.Sharp@gmail.com,202978085,0.04
100000322,Alison,Lambert,515 Sawmill Road,84972,5105437902,Alison.Lambert@gmail.com,202978043,0
100000323,Joanne,Fisher,2473 Hackworth Road,75521,5688678187,Joanne.Fisher@gmail.com,202978086,0.1
100000324,David,Newman,630 Coonial Promenade Pkwy,75532,4735191890,David.Newman@gmail.com,202978097,0.05
100000325,Boris,Walker,2643 Hwy 280 West,78548,5214774379,Boris.Walker@gmail.com,202978037,0.04
100000326,Felicity,North,540 West Bypass,85015,5586174380,Felicity.North@gmail.com,202978079,0.07
100000327,Dominic,Miller,5560 Mcclellan Blvd,79592,4726074549,Dominic.Miller@gmail.com,202978072,0.06
100000328,Megan,Tucker,1450 No Brindlee Mtn Pkwy,84465,5236509832,Megan.Tucker@gmail.com,202978063,0.08
100000329,Deirdre,Coleman,1011 US Hwy 72 East,77219,4923983872,Deirdre.Coleman@gmail.com,202978085,0.07
100000330,Wendy,Turner,973 Gilbert Ferry Road Se,75438,4754027883,Wendy.Turner@gmail.com,202978063,0.05
100000331,Jonathan,Manning,1717 South College Street,84260,5609056240,Jonathan.Manning@gmail.com,202978084,0
100000332,Carolyn,Churchill,701 Mcmeans Ave,76979,5336804328,Carolyn.Churchill@gmail.com,202978039,0.04
100000334,Carolyn,Roberts,750 Academy Drive,75780,4709252672,Carolyn.Roberts@gmail.com,202978053,0.08
